,BikeTypeCat,AgeBandCat,IncomeBandCat,MaritalStatusCat,GenderCat,ChildrenAtHomeCat,CountryRegionCodeCat,HouseOwnerFlagCat,EducationCat,OccupationCat,CommuteDistanceCat
8624,0,5,1,1,0,0,5,1,0,1,1
8625,2,3,0,1,0,1,4,1,4,2,0
8626,2,3,0,0,1,0,4,1,1,0,0
8627,0,4,1,0,1,0,0,1,3,4,0
8628,1,3,2,0,0,0,0,1,1,1,1
8629,1,3,2,1,0,0,0,1,1,1,0
8630,1,4,1,1,0,0,0,0,3,4,1
8631,1,5,0,0,0,0,0,0,3,0,1
8632,1,2,0,1,1,1,0,0,2,2,1
8633,1,3,2,0,0,1,0,1,4,3,2
8634,2,2,1,1,0,0,0,1,0,3,4
8635,2,4,0,1,1,0,5,1,2,4,1
8636,2,3,0,1,1,0,5,0,3,3,1
8637,2,3,1,0,0,0,5,1,1,3,3
8638,1,4,1,1,1,0,5,0,2,3,1
8639,1,4,1,0,0,1,5,1,0,3,3
8640,1,3,1,0,0,0,5,1,1,3,3
8641,1,3,1,0,1,0,5,1,3,4,4
8642,1,4,0,0,1,0,4,1,1,0,0
8643,1,4,2,0,1,1,3,1,3,3,4
8644,2,4,1,1,1,1,4,1,2,3,2
8645,2,2,1,1,0,0,0,0,0,3,2
8646,0,2,0,1,1,0,3,1,3,0,3
8647,0,5,1,1,1,1,3,1,2,3,2
8648,0,5,1,0,1,1,3,1,2,1,4
8649,0,4,1,1,1,1,4,1,2,3,2
8650,0,5,2,0,0,1,2,1,2,1,2
8651,1,2,0,1,0,0,1,0,2,4,1
8652,0,2,0,1,0,0,5,1,1,4,1
8653,0,2,0,1,0,0,5,0,3,4,1
8654,0,3,1,0,0,0,5,1,1,3,0
8655,0,3,1,1,0,1,5,1,2,3,4
8656,1,3,1,1,0,1,0,0,0,3,0
8657,1,4,1,1,0,0,0,1,0,3,4
8658,1,2,1,0,0,0,0,1,0,3,2
8659,1,3,2,1,0,1,0,0,2,1,2
8660,1,2,0,0,0,1,0,1,2,2,3
8661,2,5,0,0,1,0,0,1,3,4,4
8662,2,2,0,0,0,0,0,1,2,2,0
8663,2,2,1,1,1,0,5,0,3,3,0
8664,2,3,2,1,0,0,5,0,0,1,0
8665,1,3,1,0,1,0,5,1,1,3,0
8666,1,3,1,0,0,0,1,1,3,4,3
8667,1,3,1,0,0,1,5,1,1,4,1
8668,1,4,2,0,1,1,3,1,2,3,4
8669,1,3,0,1,0,1,2,0,0,0,0
8670,1,3,0,0,1,0,2,1,0,0,0
8671,1,3,0,1,0,1,2,1,3,0,0
8672,2,4,2,0,0,1,2,0,0,1,4
8673,2,5,0,0,0,0,0,0,3,4,1
8674,2,4,0,1,1,0,0,0,2,4,1
8675,0,5,1,1,1,0,3,1,2,1,2
8676,0,5,3,0,1,1,4,0,0,1,2
8677,0,4,1,0,0,1,5,1,3,3,3
8678,0,4,0,1,0,0,1,0,4,2,1
8679,0,3,1,0,0,0,5,1,1,3,3
8680,0,3,2,1,1,0,5,0,1,1,0
8681,2,3,0,1,0,1,2,1,2,2,0
8682,2,4,0,1,1,1,2,1,3,0,0
8683,2,3,0,1,0,1,4,0,0,0,1
8684,0,4,1,1,1,0,0,0,0,3,0
8685,2,2,1,0,1,0,5,1,1,3,3
8686,1,5,1,0,0,0,5,1,1,1,4
8687,1,4,1,0,1,0,5,1,1,1,4
8688,1,2,0,1,1,0,4,0,3,0,0
8689,2,2,0,0,0,0,0,0,0,0,0
8690,2,4,1,0,1,0,0,1,0,3,0
8691,2,3,2,0,0,0,0,1,1,1,0
8692,0,4,0,0,1,0,3,1,0,4,0
8693,0,3,1,1,0,0,4,0,1,4,0
8694,1,2,0,0,1,1,4,1,0,4,1
8695,1,3,3,1,0,0,5,0,1,1,1
8696,1,2,0,0,1,0,5,1,2,4,4
8697,0,4,1,0,1,0,5,1,1,1,4
8698,0,2,1,1,0,0,5,1,1,4,0
8699,0,2,0,1,1,0,5,1,4,4,4
8700,0,3,1,0,1,0,5,1,1,3,3
8701,0,2,0,0,1,1,5,1,0,4,0
8702,0,4,1,0,1,0,5,0,4,4,1
8703,0,2,1,1,0,0,5,0,0,1,1
8704,0,4,1,1,0,0,1,1,4,4,4
8705,2,2,0,1,1,1,4,1,4,2,0
8706,2,3,0,1,0,0,2,0,3,2,3
8707,1,3,1,1,1,0,0,1,3,4,4
8708,1,5,0,1,0,0,0,1,3,0,4
8709,1,2,2,0,0,1,0,0,2,1,2
8710,1,2,2,1,1,1,0,1,2,1,2
8711,1,4,1,1,0,0,0,0,0,3,0
8712,1,2,2,1,1,1,0,1,3,1,2
8713,1,3,2,0,1,1,0,1,2,1,2
8714,1,2,0,1,1,0,0,0,3,2,0
8715,2,5,1,0,1,1,5,0,2,3,3
8716,2,3,1,0,0,0,5,1,1,4,1
8717,2,3,0,1,0,0,5,0,0,3,3
8718,2,3,1,1,1,1,5,0,0,4,0
8719,2,2,1,1,0,1,5,0,0,4,0
8720,2,3,1,1,1,0,5,1,1,3,3
8721,1,4,0,0,1,0,1,1,0,4,1
8722,1,4,1,1,1,1,1,1,3,3,4
8723,1,2,0,1,1,0,1,0,2,3,1
8724,1,4,0,0,1,0,4,1,1,0,0
8725,1,4,3,0,0,1,4,1,3,3,0
8726,2,5,2,0,1,1,4,1,3,3,4
8727,0,2,0,1,0,0,0,0,3,2,0
8728,0,2,0,1,1,0,3,1,2,2,3
8729,0,3,0,0,0,0,2,1,3,2,3
8730,0,5,1,0,0,1,2,0,2,3,3
8731,0,3,0,0,0,0,2,1,1,0,0
8732,0,4,1,0,0,1,4,0,3,3,3
8733,0,5,0,0,1,0,4,1,0,0,0
8734,0,3,0,1,0,0,2,1,1,0,0
8735,0,4,0,1,1,0,2,1,3,2,0
8736,0,4,3,0,0,1,4,1,2,3,4
8737,1,4,1,0,1,1,5,1,3,3,3
8738,0,5,1,0,0,0,5,1,1,1,1
8739,0,4,1,0,1,0,5,1,1,3,3
8740,0,2,1,1,1,0,5,1,1,3,3
8741,0,3,1,0,1,1,5,1,0,4,0
8742,0,5,3,1,0,1,5,0,1,1,0
8743,0,2,0,1,1,0,5,1,4,0,4
8744,0,3,2,0,0,1,5,1,0,1,3
8745,0,4,1,1,0,1,5,1,3,3,4
8746,0,4,1,1,1,0,1,1,1,4,1
8747,1,5,0,1,1,0,0,1,0,1,4
8748,1,2,0,1,1,0,0,1,3,2,3
8749,1,3,2,0,1,1,0,1,4,3,2
8750,1,2,0,1,1,0,0,0,0,0,0
8751,1,3,2,1,0,1,0,0,4,3,2
8752,1,5,0,1,1,0,0,1,3,0,4
8753,2,3,1,1,1,1,5,1,0,4,3
8754,2,5,0,0,1,1,1,1,4,4,3
8755,2,3,1,1,1,0,5,0,0,1,0
8756,2,2,0,1,0,0,5,0,2,4,0
8757,2,3,1,1,1,0,5,1,1,3,3
8758,1,4,1,0,0,0,5,1,3,3,3
8759,1,2,1,1,0,0,5,0,3,4,0
8760,1,2,1,0,0,1,5,1,0,4,3
8761,1,3,1,0,0,1,5,1,1,4,1
8762,1,3,1,1,0,0,5,0,1,3,0
8763,1,3,1,0,0,0,5,1,0,3,0
8764,1,3,0,0,0,0,4,0,0,0,0
8765,1,3,0,0,1,0,2,1,1,0,0
8766,0,4,1,1,0,0,0,0,0,3,0
8767,2,2,1,1,1,0,0,0,0,3,2
8768,1,4,1,0,0,0,0,1,3,4,4
8769,0,3,2,0,1,1,2,1,2,3,4
8770,0,4,0,0,1,0,4,1,0,4,0
8771,0,3,0,0,1,0,2,1,1,0,0
8772,1,2,0,1,0,1,4,1,3,0,0
8773,0,3,0,0,0,1,4,0,3,0,0
8774,0,2,1,0,0,1,5,1,0,4,3
8775,0,2,1,0,1,0,5,1,1,3,0
8776,0,3,0,0,1,1,5,1,0,4,3
8777,0,5,2,1,1,1,5,1,0,1,4
8778,0,3,2,0,1,0,5,1,0,1,1
8779,0,5,2,1,1,1,5,1,0,1,4
8780,0,3,3,0,0,0,5,1,0,1,1
8781,0,4,1,1,0,0,5,0,3,3,0
8782,2,3,0,0,1,0,3,1,0,0,0
8783,1,3,1,1,1,0,0,1,3,4,4
8784,1,3,1,0,1,1,0,1,0,3,3
8785,1,2,0,1,1,0,0,1,0,0,0
8786,1,2,0,1,1,0,0,0,0,0,0
8787,1,5,0,0,1,0,0,0,3,0,4
8788,1,2,0,0,1,0,0,0,0,0,0
8789,0,2,0,1,1,0,0,0,3,2,3
8790,2,5,1,1,0,1,5,0,4,4,3
8791,2,5,1,0,0,1,1,1,3,3,2
8792,2,3,1,1,1,0,5,0,1,3,0
8793,1,3,3,1,1,0,5,1,0,1,0
8794,1,3,1,1,0,1,5,0,0,4,0
8795,1,3,1,1,0,1,1,1,0,4,4
8796,1,3,0,1,0,0,3,0,2,2,3
8797,1,3,0,0,0,0,4,1,0,4,0
8798,1,3,0,0,0,0,2,1,1,0,0
8799,1,4,0,0,1,0,4,1,0,4,0
8800,1,3,0,0,0,0,4,1,0,4,0
8801,1,4,0,1,0,0,4,0,1,0,0
8802,1,2,0,1,1,1,4,1,2,2,0
8803,2,3,0,0,1,0,2,1,1,0,0
8804,2,2,0,1,1,0,4,1,2,2,3
8805,0,5,0,0,0,0,0,0,0,1,0
8806,2,3,1,1,1,1,0,1,0,3,4
8807,0,5,1,0,1,1,3,0,2,1,4
8808,0,2,0,1,0,0,3,0,2,2,1
8809,0,4,1,0,0,0,3,1,0,1,3
8810,0,5,1,0,1,1,3,1,2,1,4
8811,0,5,2,0,1,1,2,1,3,1,2
8812,1,3,0,1,0,0,4,0,0,0,1
8813,1,5,3,0,0,1,4,0,4,3,2
8814,1,4,2,0,1,1,2,1,3,3,0
8815,0,3,1,1,1,0,5,1,1,3,3
8816,0,3,3,1,0,0,5,0,0,1,0
8817,0,5,1,1,1,0,5,1,0,1,2
8818,0,4,2,0,0,1,5,1,3,3,1
8819,2,3,0,1,1,0,2,1,1,0,0
8820,2,2,0,1,0,1,2,0,3,0,0
8821,1,4,1,0,0,0,0,1,3,4,0
8822,1,4,0,0,1,0,0,0,3,0,1
8823,1,4,1,0,1,0,0,1,3,4,0
8824,0,4,2,0,0,1,0,1,0,1,0
8825,2,4,0,1,1,1,5,1,2,4,3
8826,2,5,1,1,1,1,5,0,0,1,1
8827,1,3,1,0,0,1,5,1,0,4,0
8828,1,4,1,0,0,0,1,1,3,4,0
8829,1,4,1,0,0,0,5,0,4,4,1
8830,1,4,1,0,1,0,1,1,3,4,3
8831,1,5,1,0,0,0,5,0,1,1,1
8832,1,4,1,1,1,1,5,0,0,3,0
8833,1,4,1,0,1,0,5,1,0,3,3
8834,1,3,1,0,1,0,1,1,3,4,0
8835,1,4,0,0,1,0,2,1,1,0,0
8836,1,3,0,1,0,1,2,1,4,2,0
8837,1,2,0,1,0,0,4,0,3,0,0
8838,1,3,0,1,1,0,3,0,3,2,0
8839,2,3,0,0,0,0,3,1,0,0,0
8840,2,4,1,1,0,0,0,0,2,3,1
8841,2,3,1,1,0,0,0,0,0,3,2
8842,0,3,0,1,1,1,4,1,2,2,0
8843,0,2,0,0,0,0,4,1,0,4,0
8844,0,4,0,0,1,0,2,1,0,4,0
8845,1,4,0,0,1,0,3,1,0,4,0
8846,1,2,0,0,0,1,4,1,0,4,1
8847,1,3,0,1,1,1,2,1,4,2,0
8848,0,3,1,1,0,1,5,1,0,4,3
8849,0,3,1,0,1,0,5,1,1,3,0
8850,0,2,0,0,1,0,5,1,2,4,4
8851,0,3,1,1,0,0,5,0,0,1,1
8852,0,4,1,1,1,1,5,1,3,3,4
8853,0,4,1,0,1,1,5,1,3,3,4
8854,0,3,1,0,0,0,5,1,1,4,0
8855,2,2,0,1,1,0,2,1,3,0,3
8856,2,3,0,0,1,0,3,1,1,0,0
8857,1,5,2,0,1,0,0,0,1,1,0
8858,1,3,2,1,0,0,0,0,1,1,1
8859,1,2,2,0,1,1,0,1,4,3,2
8860,1,2,0,1,1,0,0,1,3,2,1
8861,1,4,1,1,0,0,0,1,3,4,4
8862,0,2,0,1,1,0,0,1,3,2,3
8863,2,2,1,0,0,0,1,1,3,4,4
8864,1,5,0,0,0,0,5,1,0,4,3
8865,1,4,0,0,0,0,5,1,2,4,1
8866,1,4,0,0,1,0,5,0,2,4,0
8867,1,2,1,0,0,0,5,1,1,3,3
8868,1,4,1,1,0,1,5,1,0,3,3
8869,1,3,1,0,1,0,5,0,3,4,1
8870,1,3,1,0,1,1,5,1,1,4,0
8871,1,3,1,0,0,1,5,1,1,4,0
8872,1,2,0,1,1,0,3,0,3,0,3
8873,1,4,0,1,0,1,4,0,3,2,0
8874,1,3,0,0,1,1,3,1,0,4,3
8875,1,3,0,1,1,0,3,1,0,0,0
8876,1,3,0,1,0,0,2,0,3,2,1
8877,2,5,0,1,0,0,0,0,3,0,1
8878,0,5,1,1,0,0,2,0,3,3,3
8879,0,4,0,0,1,0,2,1,3,2,0
8880,0,3,0,1,1,1,3,1,2,2,0
8881,0,3,0,1,0,0,4,1,1,0,0
8882,0,3,0,1,1,1,3,1,3,0,1
8883,0,4,2,0,1,1,5,1,0,1,0
8884,0,4,1,1,1,1,1,1,3,3,4
8885,2,2,0,0,0,0,3,1,0,0,0
8886,2,2,0,1,0,0,4,0,4,2,1
8887,1,3,2,0,1,1,0,1,2,1,2
8888,1,3,1,1,0,1,0,1,0,3,4
8889,1,4,1,1,0,0,0,1,2,4,4
8890,1,2,1,0,1,0,0,1,1,1,0
8891,2,3,1,0,1,0,0,1,3,4,4
8892,2,2,1,0,0,0,5,1,1,3,3
8893,2,3,1,0,1,1,1,1,1,4,0
8894,2,3,1,1,1,0,5,1,3,4,4
8895,1,2,1,0,1,1,5,1,0,4,3
8896,1,4,1,0,1,1,1,1,0,3,3
8897,1,4,1,1,1,0,1,1,0,3,3
8898,1,3,1,0,1,1,5,1,1,4,1
8899,1,3,1,1,0,0,5,0,1,3,0
8900,1,2,1,0,0,0,5,1,3,4,4
8901,0,2,0,1,1,0,0,0,3,2,3
8902,1,3,0,1,1,1,3,0,3,2,0
8903,1,3,0,1,0,0,3,1,0,0,0
8904,1,4,0,0,0,0,4,1,3,2,3
8905,0,5,2,0,1,1,4,0,3,3,2
8906,0,3,0,0,1,1,4,1,0,0,3
8907,0,2,0,0,1,1,4,1,0,4,0
8908,0,5,1,0,0,1,3,1,2,3,2
8909,1,5,1,0,1,1,5,1,0,1,3
8910,0,4,1,1,0,1,5,1,3,3,4
8911,0,3,1,0,1,0,5,1,1,4,0
8912,0,3,2,0,1,0,5,1,0,1,1
8913,0,2,1,1,0,0,1,1,3,3,4
8914,0,3,1,1,1,1,5,0,1,3,0
8915,0,5,2,1,1,1,5,0,1,1,0
8916,2,3,0,0,1,0,2,1,1,0,0
8917,2,2,0,1,0,1,2,1,3,0,1
8918,1,2,2,0,0,0,0,0,1,1,0
8919,1,3,2,1,1,1,0,1,2,1,2
8920,1,2,1,1,1,0,0,1,0,3,2
8921,2,4,1,1,0,0,0,0,2,4,1
8922,2,3,1,0,1,0,0,0,0,3,0
8923,2,3,1,1,1,0,0,0,0,3,4
8924,2,3,2,1,0,0,5,1,0,1,1
8925,1,4,1,0,0,0,5,1,4,4,4
8926,1,5,1,1,0,0,5,0,0,1,1
8927,1,3,1,1,0,1,1,1,0,4,3
8928,1,3,0,0,0,0,4,0,3,2,0
8929,1,4,0,1,0,0,4,1,1,0,0
8930,0,4,2,0,0,1,2,1,3,3,0
8931,0,3,0,0,1,0,4,1,0,0,0
8932,0,4,2,1,0,1,3,1,3,3,4
8933,0,3,0,1,0,1,4,0,0,0,1
8934,1,3,0,0,1,1,4,1,0,0,3
8935,0,3,0,1,0,1,3,1,2,2,0
8936,0,3,0,0,0,0,2,0,0,3,0
8937,1,5,3,1,1,1,4,0,4,3,0
8938,1,4,3,1,1,1,4,0,4,3,0
8939,0,2,0,0,1,1,4,1,0,4,1
8940,0,4,0,0,0,0,2,1,0,4,0
8941,1,4,1,0,1,1,5,1,2,3,3
8942,0,3,1,1,1,1,5,1,0,1,1
8943,0,3,1,1,1,0,5,0,3,4,4
8944,0,5,1,1,1,1,5,1,2,3,2
8945,0,3,1,1,1,1,1,1,0,1,1
8946,0,3,1,0,0,0,5,1,1,3,0
8947,0,5,1,0,0,0,5,1,1,1,1
8948,0,3,0,0,0,0,5,1,2,0,3
8949,0,5,1,0,0,0,5,1,1,1,4
8950,2,3,0,0,1,1,2,1,2,2,0
8951,1,3,1,1,0,0,0,1,0,3,0
8952,1,3,1,0,1,1,0,1,0,3,2
8953,1,2,2,1,0,0,0,0,1,1,3
8954,0,2,0,0,1,1,0,1,2,2,3
8955,2,2,0,1,0,0,5,0,2,4,1
8956,2,4,1,0,0,0,1,1,3,4,3
8957,2,2,1,0,1,1,5,1,0,3,3
8958,2,4,0,0,0,0,5,0,3,3,1
8959,2,3,1,0,1,1,5,1,0,4,3
8960,2,3,1,0,0,1,1,1,1,4,1
8961,1,5,0,0,1,0,5,1,0,4,3
8962,1,2,0,1,1,0,5,0,3,4,1
8963,1,3,1,1,0,0,5,1,0,3,3
8964,1,3,1,0,0,0,5,1,1,3,0
8965,1,3,1,1,1,0,1,1,3,4,3
8966,1,4,1,0,1,0,5,1,3,4,3
8967,1,4,1,1,0,0,5,1,0,3,3
8968,1,3,0,1,1,0,4,1,0,3,0
8969,2,3,0,0,0,0,4,0,1,0,0
8970,2,2,1,1,1,0,4,1,1,4,0
8971,2,4,1,0,0,0,3,1,0,1,3
8972,2,2,1,1,1,0,0,0,0,3,2
8973,2,5,0,0,0,0,0,1,2,4,4
8974,0,5,2,0,1,1,2,1,4,3,2
8975,0,4,0,0,0,0,4,1,0,0,0
8976,0,4,2,1,0,1,4,0,3,3,0
8977,0,5,1,0,0,1,3,1,3,3,2
8978,0,5,2,0,0,1,4,1,3,1,2
8979,0,3,0,0,1,0,3,1,0,0,0
8980,0,3,0,0,1,1,3,1,0,4,0
8981,0,2,0,1,1,1,2,1,3,0,0
8982,1,5,1,0,1,1,3,1,2,1,4
8983,1,5,2,0,0,1,4,1,0,1,0
8984,1,5,1,0,1,1,5,1,0,1,3
8985,0,4,1,0,0,1,5,1,0,3,0
8986,0,3,1,0,0,1,1,1,3,3,3
8987,0,3,0,1,0,0,5,1,0,3,3
8988,0,3,2,1,0,1,5,0,1,1,0
8989,0,4,1,1,0,0,5,1,0,1,2
8990,0,4,2,0,0,1,5,1,0,1,3
8991,0,4,2,0,0,1,5,1,0,1,0
8992,1,3,1,0,0,0,0,1,0,3,4
8993,1,4,1,1,0,0,0,0,3,4,1
8994,1,2,0,1,1,0,0,0,2,2,0
8995,1,3,1,0,1,0,0,1,0,3,3
8996,0,3,1,1,1,0,0,0,0,3,4
8997,2,3,1,0,1,0,5,1,1,3,0
8998,1,3,3,0,0,1,5,0,3,3,3
8999,1,2,1,1,1,0,5,1,3,4,4
9000,1,3,0,0,1,0,4,1,0,0,0
9001,1,3,0,1,0,0,4,1,1,0,0
9002,2,3,0,1,1,0,3,1,3,2,3
9003,2,2,1,1,0,0,0,1,0,3,2
9004,2,2,0,1,1,0,0,1,3,2,0
9005,2,5,0,0,1,0,0,1,2,4,4
9006,2,2,2,1,1,1,0,1,2,1,0
9007,1,3,1,1,0,0,0,0,3,4,1
9008,1,3,0,1,0,1,2,1,4,2,0
9009,1,4,0,1,0,1,4,0,3,2,0
9010,1,3,0,1,1,1,3,1,3,0,0
9011,1,5,1,0,1,0,5,0,0,1,1
9012,1,4,1,0,1,1,5,1,3,3,3
9013,0,3,0,0,0,1,1,1,2,4,0
9014,0,4,2,0,0,1,5,1,0,1,0
9015,0,4,1,1,0,0,5,1,1,3,0
9016,0,3,0,0,1,0,5,0,0,3,0
9017,0,4,0,0,0,0,1,1,3,0,0
9018,0,3,1,1,0,0,5,1,1,4,0
9019,0,2,1,0,1,0,5,1,3,4,4
9020,2,3,0,1,0,1,2,1,4,2,0
9021,2,3,0,1,0,1,2,1,3,0,0
9022,2,3,0,1,1,0,2,1,0,0,0
9023,1,2,1,0,1,0,0,1,0,3,2
9024,1,3,1,1,1,0,0,1,1,1,0
9025,1,2,0,0,0,0,0,1,0,0,0
9026,1,3,2,1,0,1,0,1,4,3,2
9027,1,2,0,0,1,0,0,1,0,0,0
9028,1,3,2,0,0,0,0,1,1,1,1
9029,1,4,0,1,1,0,0,1,3,0,4
9030,1,2,1,0,1,0,0,1,0,3,2
9031,2,4,1,1,1,0,0,1,3,4,4
9032,0,3,1,0,0,1,0,1,0,3,3
9033,2,5,1,0,1,0,1,1,1,1,4
9034,2,5,1,1,0,0,5,0,0,1,1
9035,2,2,2,1,0,0,5,0,0,1,0
9036,2,2,1,1,1,1,5,0,0,4,0
9037,1,3,0,1,1,1,5,1,2,4,2
9038,1,3,1,0,1,1,1,1,0,4,0
9039,1,3,0,0,1,1,5,1,0,4,3
9040,1,4,1,0,0,0,1,1,3,4,3
9041,1,2,0,1,1,0,5,0,2,4,0
9042,1,4,1,0,0,0,1,1,4,4,4
9043,1,3,0,0,1,0,2,1,1,0,0
9044,1,3,0,1,0,0,3,0,0,0,1
9045,1,3,0,1,1,1,2,1,2,2,0
9046,2,4,0,0,1,0,4,0,3,2,1
9047,0,3,1,1,0,0,0,1,0,3,4
9048,2,2,1,1,0,0,0,0,0,3,2
9049,2,3,1,1,0,0,0,0,0,3,2
9050,0,5,2,1,1,1,4,0,2,1,0
9051,0,2,0,1,1,0,3,1,2,2,3
9052,0,3,0,1,0,1,4,0,0,0,1
9053,0,3,0,0,1,0,4,1,0,0,0
9054,0,2,0,1,1,0,4,0,2,2,3
9055,1,3,0,1,1,0,3,1,0,3,0
9056,0,2,0,1,1,0,3,0,4,2,0
9057,0,2,0,0,1,1,4,1,0,4,0
9058,1,4,1,0,1,0,5,1,3,4,3
9059,0,2,1,1,1,0,5,0,3,4,1
9060,0,3,1,1,0,1,1,0,0,4,0
9061,0,4,2,1,0,1,5,1,3,3,4
9062,0,5,3,0,0,1,5,1,1,1,3
9063,0,2,0,1,0,0,5,1,3,4,4
9064,0,2,1,1,1,0,5,0,3,4,1
9065,0,4,2,1,0,1,5,1,3,3,4
9066,2,3,0,0,1,0,3,1,0,0,0
9067,1,3,1,0,1,0,0,0,3,4,0
9068,1,2,1,0,0,0,0,1,0,3,3
9069,1,3,2,0,1,1,0,1,2,1,2
9070,1,3,2,1,1,1,0,0,2,1,2
9071,1,3,2,0,1,0,0,1,1,1,3
9072,0,4,2,1,1,1,0,0,1,1,0
9073,0,2,0,1,0,0,0,0,3,2,3
9074,2,2,1,1,0,0,5,1,1,3,0
9075,2,5,1,0,1,1,1,1,0,1,2
9076,1,3,1,1,1,1,1,0,0,4,0
9077,1,3,0,0,1,1,5,1,0,4,3
9078,1,2,1,0,1,0,5,1,1,3,0
9079,1,3,2,0,1,1,5,1,3,3,4
9080,1,2,0,1,1,0,5,0,2,4,1
9081,1,2,1,1,1,0,5,1,3,4,4
9082,1,3,0,1,0,0,2,0,0,0,0
9083,1,3,0,0,0,1,4,1,2,2,0
9084,2,4,2,1,0,1,3,1,3,3,4
9085,2,2,1,1,1,0,0,0,0,3,2
9086,0,5,1,0,1,1,3,1,2,3,3
9087,0,3,0,1,1,0,2,1,1,0,0
9088,0,5,1,0,0,1,3,1,2,3,3
9089,0,5,1,0,1,1,3,1,2,3,2
9090,1,3,0,0,0,0,2,1,1,0,0
9091,0,2,0,1,1,0,2,0,3,0,0
9092,0,3,1,1,1,0,1,0,0,1,0
9093,0,3,1,0,0,0,5,1,1,3,3
9094,0,4,1,1,0,0,1,1,1,4,1
9095,0,4,1,1,0,1,5,0,3,3,1
9096,1,4,1,1,0,0,0,1,3,4,4
9097,0,2,0,1,0,0,0,0,3,2,0
9098,1,3,1,0,0,0,5,1,3,3,4
9099,1,4,3,1,1,1,5,0,0,1,0
9100,1,3,1,1,0,0,5,1,3,4,3
9101,1,5,1,1,0,0,5,1,1,1,4
9102,1,5,0,1,0,0,4,1,0,0,0
9103,1,3,0,0,1,0,4,1,0,4,0
9104,2,4,1,0,0,1,3,1,4,4,3
9105,2,5,1,0,1,1,3,1,2,1,4
9106,0,5,1,0,1,1,3,1,2,1,4
9107,1,3,0,0,0,1,4,1,0,4,0
9108,1,3,0,0,1,1,2,1,3,0,1
9109,1,3,0,1,1,1,4,0,2,2,1
9110,0,5,2,0,1,1,2,1,3,3,2
9111,0,2,0,1,1,0,2,0,4,2,0
9112,0,5,1,0,0,0,5,1,0,1,2
9113,0,4,1,0,0,1,5,1,3,3,4
9114,0,3,1,1,0,0,5,0,0,1,0
9115,2,3,0,0,1,0,3,1,1,0,0
9116,1,4,1,1,1,0,0,1,3,4,4
9117,1,3,2,1,1,0,0,1,1,1,3
9118,1,4,1,0,0,0,0,1,3,4,0
9119,1,2,0,1,0,0,0,1,0,0,0
9120,1,3,1,1,0,0,0,0,3,4,0
9121,2,3,1,0,0,0,0,1,0,3,4
9122,2,2,1,1,0,0,0,0,0,3,2
9123,0,3,2,1,0,1,0,0,1,1,0
9124,2,2,2,1,1,1,5,0,0,1,0
9125,1,3,1,1,1,1,5,0,0,4,0
9126,1,2,1,0,0,0,5,1,1,3,0
9127,1,5,0,0,0,0,5,1,0,4,1
9128,1,3,1,0,0,0,5,1,1,4,1
9129,1,4,0,0,1,0,4,1,0,4,0
9130,1,3,0,0,0,0,3,1,3,0,0
9131,1,3,0,1,0,1,3,0,3,2,0
9132,1,2,0,1,0,0,4,0,3,0,0
9133,2,3,0,0,1,1,2,1,0,4,0
9134,2,4,3,1,0,1,4,0,0,1,0
9135,2,3,1,0,0,0,4,1,1,4,0
9136,2,5,0,1,1,0,0,1,3,0,4
9137,2,4,1,1,1,0,0,1,2,3,4
9138,2,3,1,0,0,1,0,1,0,3,1
9139,2,2,1,1,1,0,0,1,0,3,2
9140,0,4,3,0,1,1,4,0,3,3,2
9141,0,5,1,0,1,1,3,1,2,3,3
9142,0,3,0,0,0,0,3,1,0,0,0
9143,0,4,0,1,0,0,2,1,3,2,0
9144,1,3,0,1,0,1,2,0,0,0,1
9145,0,3,0,1,0,1,4,1,2,2,0
9146,0,3,0,1,1,0,4,1,3,0,3
9147,0,3,1,1,0,0,5,0,0,1,0
9148,0,3,2,0,0,0,5,1,0,1,0
9149,0,2,1,0,1,0,5,1,3,4,4
9150,0,3,0,1,0,0,5,1,1,4,0
9151,1,2,1,1,1,0,0,0,0,3,2
9152,1,3,1,1,1,0,0,1,1,1,0
9153,1,3,1,0,1,0,0,1,0,3,3
9154,1,3,2,0,0,1,0,1,4,1,2
9155,1,4,1,0,1,0,0,0,3,4,1
9156,2,5,1,0,0,1,5,1,3,3,2
9157,2,2,1,0,1,0,5,1,3,4,4
9158,2,3,1,1,1,0,5,1,1,3,3
9159,2,2,1,0,1,0,5,0,1,3,0
9160,1,4,0,0,0,0,5,0,2,4,0
9161,1,3,1,1,0,0,5,0,0,3,3
9162,1,3,1,0,1,1,1,1,0,4,3
9163,1,5,1,0,1,0,5,1,1,1,4
9164,1,2,1,0,1,0,5,1,1,3,0
9165,0,2,2,0,1,0,0,1,1,1,3
9166,0,4,1,0,0,1,3,1,4,4,3
9167,0,3,1,1,1,0,4,1,1,4,1
9168,0,4,0,0,1,0,4,1,1,0,0
9169,0,5,0,0,1,0,5,0,3,3,4
9170,0,3,1,1,0,1,5,1,0,4,3
9171,0,5,1,1,0,0,5,1,0,1,2
9172,0,5,0,0,0,1,5,1,2,3,2
9173,0,3,2,0,0,0,5,1,0,1,0
9174,0,5,2,0,1,1,5,1,0,1,0
9175,0,3,1,1,0,0,5,1,1,4,1
9176,0,4,1,1,1,0,5,1,4,4,4
9177,2,2,0,0,1,1,4,1,0,0,3
9178,2,3,0,1,1,1,4,1,2,2,0
